#* opts
# style NewRibbons
# header1 mol
# format_data %8.4f
# header2 frame
# colorID 0
# collections rmsd avg std min max
# sets dual
# format_scale %4.2f
# ascii 0
# format_key %3d %3d
# connect lines
# formats f
# calctype rmsd
# mode frames
# color Molecule
#* guiopts
# byres 1
# align 0
# force_samemols 0
# diagonal 0
#* sets
# mol2_def id
# mol_all 0 1
# mol1 0
# mol2 1
# rep_sel protein
# samemols 0
# frame1_def all
# frame2_def all
# frame1 {0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19}
# frame2 {0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19}
# sel1 protein
# sel2 protein
# mol1_def id
    mol1   frame1       mol2   frame2       rmsd      avg      std      min      max
       0       15          1       12     2.2380   1.8198   1.3221   0.3744   9.6345
       0       15          1       13     2.0249   1.6784   1.1934   0.2101   8.0683
       0       15          1       14     2.5807   1.8733   1.9716   0.3368  13.3584
       0       15          1       15     0.0000   0.0000   0.0000   0.0000   0.0000
       0       15          1       16     2.5806   1.9315   1.8153   0.4632  12.3459
       0       15          1       17     3.0874   2.2309   2.4392   0.4780  16.1414
       0       15          1       18     3.1670   2.2024   2.6096   0.2438  20.9091
       0       15          1       19     2.6054   1.9540   1.8712   0.2840  12.5664
       0       16          1        0     3.0516   2.0583   2.6154   0.3704  18.4664
       0       16          1        1     3.3376   2.1368   3.1015   0.3582  23.4801
       0       16          1        2     3.2611   2.1288   2.9476   0.1856  22.8967
       0       16          1        3     2.5734   1.9574   1.9649   0.4673  16.0679
       0       16          1        4     2.8404   2.0573   2.3903   0.2564  20.7517
       0       16          1        5     3.1528   2.1860   2.6237   0.4012  18.7557
       0       16          1        6     2.6747   1.9556   2.0668   0.3336  14.0953
       0       16          1        7     3.6070   2.3316   3.2879   0.3281  24.2538
       0       16          1        8     2.9184   2.0345   2.2517   0.3170  14.9639
       0       16          1        9     2.5294   1.9519   1.6427   0.3286  10.2655
       0       16          1       10     4.3141   2.4785   4.2532   0.3828  30.7797
       0       16          1       11     3.8532   2.4113   3.5227   0.4817  23.5514
       0       16          1       12     2.6386   1.9197   2.1864   0.3013  17.1470
       0       16          1       13     2.9602   2.0967   2.4017   0.1585  18.9163
       0       16          1       14     2.1278   1.7033   1.2174   0.3744   8.5387
       0       16          1       15     2.5806   1.9315   1.8153   0.4632  12.3459
       0       16          1       16     0.0000   0.0000   0.0000   0.0000   0.0000
       0       16          1       17     3.5722   2.3361   3.2250   0.1894  24.1372
       0       16          1       18     3.6457   2.3521   3.2876   0.5693  24.5066
       0       16          1       19     2.6718   1.9616   1.9343   0.2408  13.1753
       0       17          1        0     2.5339   2.0760   1.6310   0.5061  11.7060
       0       17          1        1     3.1630   2.2508   2.6300   0.1759  20.6851
       0       17          1        2     2.4650   1.9352   1.6987   0.4086  10.6852
       0       17          1        3     3.0740   2.1132   2.6001   0.2885  17.9393
       0       17          1        4     2.6378   1.9831   1.8065   0.2430  14.0359
       0       17          1        5     2.1230   1.7745   1.2363   0.3105   8.3828
       0       17          1        6     3.5358   2.1908   3.3605   0.3005  26.1135
       0       17          1        7     2.0694   1.7679   1.1394   0.3018   8.4897
       0       17          1        8     2.4249   1.8843   1.7287   0.3395  12.4370
       0       17          1        9     2.7625   2.0572   2.1538   0.5655  15.0004
       0       17          1       10     3.2567   2.2437   2.7822   0.3681  20.8602
       0       17          1       11     2.2049   1.9009   1.2096   0.4664   9.2300
       0       17          1       12     2.6592   1.9732   1.8660   0.2154  12.8220
       0       17          1       13     2.5829   1.9567   1.9389   0.2042  13.9226
       0       17          1       14     3.5321   2.4305   3.0922   0.2876  23.1753
       0       17          1       15     3.0874   2.2309   2.4392   0.4780  16.1414
       0       17          1       16     3.5722   2.3361   3.2250   0.1894  24.1372
       0       17          1       17     0.0000   0.0000   0.0000   0.0000   0.0000
       0       17          1       18     2.9280   2.1365   2.4035   0.6111  19.9731
       0       17          1       19     2.4901   1.9849   1.8672   0.2972  14.7639
       0       18          1        0     2.5189   1.9059   1.9217   0.3721  16.7074
       0       18          1        1     2.4463   1.8810   1.5866   0.3034  10.3004
       0       18          1        2     2.2914   1.7982   1.6140   0.3973  12.9938
       0       18          1        3     2.9818   2.0801   2.2490   0.1618  14.8614
       0       18          1        4     2.7859   1.9527   2.2350   0.2819  16.1350
       0       18          1        5     3.2032   2.1409   2.8686   0.4099  23.8992
       0       18          1        6     2.9300   2.0574   2.3039   0.2989  16.8246
       0       18          1        7     2.7942   1.9449   2.3724   0.2728  16.7755
       0       18          1        8     3.1982   2.1552   2.8344   0.2120  22.9661
       0       18          1        9     3.1505   2.2167   2.6694   0.4241  21.5527
       0       18          1       10     2.3507   1.8544   1.5249   0.2262   9.9812
       0       18          1       11     2.7059   1.9344   2.2697   0.3277  17.5241
       0       18          1       12     2.7895   2.0181   2.0864   0.3230  15.7312
       0       18          1       13     2.8420   2.0820   2.2076   0.3269  17.0221
       0       18          1       14     3.5423   2.3551   3.1169   0.6013  24.1406
       0       18          1       15     3.1670   2.2024   2.6096   0.2438  20.9091
       0       18          1       16     3.6457   2.3521   3.2876   0.5693  24.5066
       0       18          1       17     2.9280   2.1365   2.4035   0.6111  19.9731
       0       18          1       18     0.0000   0.0000   0.0000   0.0000   0.0000
       0       18          1       19     3.1293   2.1642   2.5795   0.4350  17.1527
       0       19          1        0     2.4125   1.7916   1.8470   0.2892  13.4374
       0       19          1        1     3.0734   2.0785   2.6592   0.3459  18.3872
       0       19          1        2     2.7389   1.9580   2.2400   0.2575  15.7137
       0       19          1        3     2.6965   1.9827   2.0448   0.1776  13.9995
       0       19          1        4     2.5470   1.9064   1.8618   0.2969  12.4397
       0       19          1        5     2.1781   1.7594   1.4965   0.2679  11.6481
       0       19          1        6     3.0442   2.0052   2.6074   0.3537  17.7784
       0       19          1        7     2.3910   1.8267   1.8451   0.3455  14.3788
       0       19          1        8     2.2851   1.8471   1.3995   0.3458  10.2207
       0       19          1        9     2.2809   1.8607   1.3556   0.3692   9.5522
       0       19          1       10     3.7193   2.3341   3.3462   0.5013  22.0545
       0       19          1       11     2.7707   2.0963   2.1052   0.3965  15.0914
       0       19          1       12     2.7156   2.1190   1.8043   0.4406  11.4580
       0       19          1       13     2.4848   1.9818   1.7443   0.2617  13.0657
       0       19          1       14     2.6708   2.0330   1.8210   0.2606  11.1064
       0       19          1       15     2.6054   1.9540   1.8712   0.2840  12.5664
       0       19          1       16     2.6718   1.9616   1.9343   0.2408  13.1753
       0       19          1       17     2.4901   1.9849   1.8672   0.2972  14.7639
       0       19          1       18     3.1293   2.1642   2.5795   0.4350  17.1527
       0       19          1       19     0.0000   0.0000   0.0000   0.0000   0.0000

